AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
98,1,1,2.97,2,110.3,71,64.7,9.12,11.0
132,1,0,0.0,0,81.1,86,35.0,12.26,10.3
59,1,0,0.27,2,166.3,95,51.7,11.97,10.0
100,1,0,0.0,1,185.0,122,47.0,9.13,5.1
52,1,0,0.0,3,129.3,80,35.0,7.14,12.3
103,1,1,3.32,0,164.1,111,80.2,10.96,12.3
117,1,0,0.0,1,134.7,121,39.0,9.0,7.7
95,1,0,0.0,0,197.0,88,50.0,9.52,16.1
97,1,0,0.29,0,217.6,81,67.9,16.03,4.2
155,1,0,0.34,1,184.6,102,52.4,9.8,7.8
73,1,0,0.41,1,157.6,92,48.1,9.92,9.1
80,0,0,0.0,1,276.5,122,64.0,9.78,7.2
74,1,0,0.0,2,157.1,95,45.0,10.66,7.6
162,1,0,0.0,1,184.5,118,51.0,11.2,11.6
131,1,0,0.0,1,110.9,74,29.0,5.78,15.8
166,1,0,0.0,0,136.1,116,39.0,9.07,11.3
31,1,1,1.59,0,100.1,54,53.9,12.32,5.9
64,1,0,0.0,1,219.6,126,64.0,15.17,9.7
37,1,0,0.0,0,206.0,89,51.0,9.3,8.4
49,1,0,0.21,1,119.3,117,41.1,10.76,11.1
59,1,0,0.0,0,179.4,80,51.0,11.63,14.7
121,1,0,0.0,0,103.3,110,29.0,6.46,10.7
142,1,0,0.0,2,84.8,95,27.0,6.84,14.2
127,1,0,0.0,0,107.9,128,35.0,9.35,0.0
155,1,0,0.0,2,163.0,93,46.0,10.2,15.1
177,1,0,0.0,1,189.5,99,48.0,8.82,14.2
63,1,1,3.29,1,184.2,111,90.9,15.63,12.2
88,1,0,0.0,2,152.9,119,41.0,8.56,12.0
138,1,1,2.13,0,19.5,149,37.3,7.05,7.9
133,1,0,0.0,4,221.1,133,52.0,8.01,8.4
74,1,1,2.43,1,174.6,107,81.3,15.53,9.0
57,1,1,3.0,2,193.4,105,83.0,11.58,11.1
84,1,0,0.0,1,159.0,80,42.0,8.4,12.3
86,1,1,3.21,3,253.1,112,93.1,10.51,11.9
116,1,1,1.89,2,204.7,118,71.9,10.47,7.0
126,1,0,0.0,0,103.7,93,29.0,6.35,14.4
86,1,1,3.48,1,225.4,79,89.8,9.36,12.9
36,1,1,3.92,0,146.3,128,78.2,8.13,14.5
128,1,0,0.0,0,103.3,122,39.0,12.3,6.4
97,1,1,1.65,1,283.1,93,80.5,9.27,6.1
174,1,1,3.35,1,221.8,143,89.5,10.53,12.4
123,1,0,0.0,5,242.2,87,61.0,11.31,8.2
114,1,1,3.83,1,309.9,90,108.3,10.02,14.2
60,0,1,3.78,0,265.9,113,101.8,10.79,14.0
83,1,0,0.0,3,178.8,102,45.0,8.4,8.6
151,1,1,2.32,1,214.7,97,72.2,6.93,8.6
128,1,0,0.0,1,158.8,75,50.0,13.24,7.6
76,1,0,0.0,4,107.3,140,39.0,11.91,10.0
63,1,0,0.37,0,211.2,80,60.7,11.89,12.3
172,1,0,0.0,3,215.7,140,50.0,7.32,7.1
139,1,0,0.0,2,271.6,130,60.0,7.8,11.6
83,1,0,0.0,2,159.3,104,45.0,10.12,9.5
34,1,0,0.0,1,128.8,80,40.0,10.44,14.0
179,0,1,2.73,4,220.1,78,85.3,11.72,10.1
154,1,0,0.0,1,350.8,75,79.0,10.83,10.1
54,1,0,0.0,1,272.6,83,68.0,12.44,9.5
80,1,0,0.0,1,160.6,103,48.0,11.85,10.7
117,1,0,0.0,2,149.9,95,48.0,12.81,13.3
67,1,0,0.0,1,210.7,116,55.0,10.96,7.2
93,1,1,3.19,4,134.2,105,68.9,8.13,11.8
22,1,0,0.0,2,181.8,108,48.0,9.93,9.3
110,1,0,0.0,3,188.0,127,40.0,4.53,15.3
52,1,1,1.43,2,195.7,119,57.3,5.31,5.3
158,1,0,0.0,2,172.4,114,52.0,12.83,0.0
101,1,0,0.0,4,153.8,89,47.0,11.7,11.6
94,1,0,0.0,1,177.1,112,47.0,9.7,5.9
37,1,0,0.0,0,191.1,69,44.0,6.46,12.9
126,1,0,0.0,3,249.8,96,65.0,13.1,12.7
122,1,1,3.78,1,147.8,85,75.8,7.37,14.0
104,1,0,0.0,1,225.9,123,53.0,8.14,10.1
161,1,0,0.0,1,173.4,100,48.0,10.69,11.5
104,1,0,0.0,3,264.0,108,57.0,6.61,10.6
145,1,0,0.0,1,224.2,89,65.0,15.75,16.1
149,0,0,0.18,0,176.2,87,44.8,7.25,5.7
136,0,0,0.0,1,199.2,122,53.0,10.74,11.8
61,1,0,0.0,2,197.7,118,47.0,7.61,7.0
95,1,0,0.0,0,190.2,119,46.0,7.86,14.0
54,1,0,0.0,1,286.6,73,68.0,11.16,11.5
144,1,0,0.0,1,278.5,95,68.0,12.04,11.6
106,1,0,0.0,4,207.9,91,50.0,8.6,14.4
118,1,0,0.32,1,187.4,97,50.2,8.89,12.2
45,1,0,0.0,1,78.2,127,35.0,12.67,18.0
134,1,1,1.65,2,247.2,105,78.5,11.28,6.1
18,1,0,0.27,3,197.0,97,53.7,10.19,8.7
91,1,1,2.59,1,273.0,78,90.9,10.78,9.6
77,1,0,0.0,2,163.0,112,47.0,10.96,6.7
131,1,0,0.0,2,263.4,123,58.0,7.6,10.7
124,1,0,0.0,1,184.8,74,47.0,8.76,10.5
52,1,0,0.35,2,214.7,68,53.5,7.93,9.4
52,1,0,0.34,2,124.9,131,50.4,15.03,11.6
78,1,0,0.0,2,155.0,106,42.0,8.77,11.8
6,1,0,0.0,3,226.5,93,52.0,7.61,9.4
59,1,1,2.38,1,211.9,120,77.8,10.15,8.8
62,1,0,0.0,2,189.5,122,42.0,5.19,10.8
130,1,1,3.4,1,257.2,108,97.0,11.22,12.6
42,1,0,0.0,0,241.2,134,51.0,5.83,10.6
113,1,0,0.0,3,245.3,108,64.0,13.0,10.7
112,1,1,3.11,4,225.2,89,92.1,12.84,11.5
112,1,0,0.0,2,335.5,77,76.0,10.63,12.7
1,1,0,0.25,1,196.1,107,61.5,14.83,7.0
51,1,0,0.0,1,232.4,109,56.0,9.37,9.1
133,1,0,0.0,2,277.3,138,67.0,11.42,12.8
107,1,1,3.7,1,161.6,123,82.0,9.78,13.7
64,1,0,0.31,1,145.5,116,48.1,11.42,8.9
95,1,0,0.13,0,174.0,57,55.3,14.06,9.7
141,1,0,0.0,0,217.1,110,58.0,12.08,12.0
105,1,0,0.0,2,140.6,109,40.0,8.93,6.8
52,1,0,0.32,3,191.9,108,59.2,13.49,7.8
35,1,0,0.0,0,105.6,129,40.0,12.91,8.7
123,1,0,0.0,2,175.7,78,46.0,9.23,9.1
177,1,0,0.0,1,175.4,99,44.0,7.77,11.5
59,1,0,0.26,1,151.8,98,46.6,10.5,11.9
112,1,0,0.0,4,174.3,123,42.0,7.01,9.0
138,0,0,0.0,1,169.3,82,48.0,10.9,9.4
95,1,0,0.0,1,229.9,116,57.0,10.12,14.2
99,0,0,0.0,0,242.3,102,72.0,17.55,11.3
56,1,1,1.32,1,37.7,115,32.2,7.21,4.9
79,1,1,1.13,2,50.6,62,37.3,10.07,4.2
92,0,0,0.0,0,255.8,125,56.0,7.14,11.7
180,1,0,0.4,1,143.3,134,44.0,9.03,10.1
80,1,0,0.0,1,197.6,83,48.0,8.23,6.4
88,1,0,0.0,3,61.9,78,33.0,13.13,8.8
135,1,0,0.0,1,194.8,97,54.0,11.77,11.0
66,0,0,0.28,3,208.7,84,53.8,8.67,8.3
104,0,0,0.0,0,148.2,108,39.0,8.09,11.0
37,0,0,0.0,2,106.6,76,31.0,7.37,9.6
84,1,1,2.0,2,193.0,106,66.0,7.68,7.4
24,1,1,1.94,3,236.3,105,76.4,9.54,7.2
130,1,0,0.32,0,252.0,101,61.2,8.51,5.7
60,1,0,0.0,1,221.1,106,53.0,8.93,7.4
64,1,0,0.0,2,194.2,147,48.0,8.67,5.5
134,1,1,2.7,1,214.4,93,82.0,10.59,10.0
82,1,0,0.21,0,135.4,102,46.1,11.86,17.5
91,1,1,1.78,3,204.6,96,64.8,6.8,6.6
100,1,0,0.0,0,203.8,122,59.0,14.16,12.5
84,1,0,0.0,1,181.5,129,42.0,6.54,8.5
57,1,1,2.24,0,176.8,94,69.4,9.75,8.3
96,1,1,2.81,3,183.3,115,77.1,10.07,10.4
77,1,1,3.05,0,204.9,84,82.5,10.05,11.3
133,1,0,0.0,3,143.8,71,41.0,9.2,12.9
58,1,0,0.19,0,234.8,89,50.9,5.34,9.9
59,1,0,0.28,3,160.9,95,51.8,12.56,5.0
84,1,0,0.0,0,280.0,113,65.0,10.11,10.4
150,1,1,2.97,1,174.4,75,74.7,8.5,11.0
48,1,1,2.05,3,230.9,92,74.5,8.38,7.6
93,1,0,0.0,1,98.4,78,38.0,12.48,14.2
97,1,1,1.32,3,141.0,101,55.2,10.6,4.9
67,1,0,0.0,0,179.8,125,46.0,8.66,10.9
21,1,0,0.3,1,244.7,81,59.0,8.4,6.6
153,1,0,0.0,2,122.5,145,45.0,13.67,8.0
117,0,0,0.0,1,198.4,121,55.0,12.48,10.5
49,1,0,0.15,1,236.6,91,60.5,11.05,8.9
90,1,0,0.0,1,142.4,126,35.0,6.31,4.6
96,1,1,2.84,1,183.4,126,76.4,9.78,10.5
173,1,0,0.0,0,172.5,78,42.0,7.13,10.9
13,1,0,0.0,1,58.4,121,33.0,13.11,11.9
210,1,1,2.73,3,313.8,87,93.3,7.39,10.1
36,1,0,0.29,3,202.4,115,57.9,11.54,10.2
145,1,0,0.0,1,199.2,124,45.0,6.3,7.6
204,1,0,0.0,3,205.2,145,49.0,7.74,14.1
45,1,0,0.0,1,211.3,87,50.0,8.29,13.3
182,1,0,0.0,2,279.5,118,65.0,10.16,10.7
80,1,1,2.89,4,166.4,92,77.9,11.92,10.7
82,0,0,0.0,3,208.8,101,54.0,10.69,12.4
1,1,1,2.19,1,208.0,115,73.9,9.25,8.1
37,1,0,0.32,3,134.9,98,48.2,12.42,14.7
78,1,0,0.0,3,139.2,140,40.0,9.57,11.8
156,1,0,0.0,1,123.7,96,30.0,5.15,13.1
85,0,0,0.0,3,116.2,86,40.0,11.49,10.1
137,1,0,0.29,2,141.1,91,39.9,7.36,8.0
118,1,1,2.59,5,170.8,114,71.9,9.98,9.6
123,1,0,0.0,3,206.9,115,55.0,11.22,8.3
113,0,0,0.31,1,204.3,82,54.1,9.44,9.2
128,1,0,0.0,2,147.7,94,50.0,14.17,6.9
91,1,0,0.0,1,217.9,71,57.0,11.51,10.6
89,1,0,0.38,2,89.7,80,34.8,8.99,9.5
43,0,0,0.0,0,251.5,105,61.0,10.64,9.3
123,1,0,0.0,0,128.7,126,32.0,5.88,10.8
124,1,0,0.0,1,151.1,123,42.0,9.37,5.3
104,1,0,0.24,1,170.6,97,45.4,8.11,6.1
66,1,0,0.0,2,170.5,103,51.0,12.72,10.5
136,1,0,0.34,1,92.0,117,41.4,12.68,10.3
140,1,0,0.0,1,149.8,134,40.0,8.22,8.1
102,1,0,0.33,0,144.4,87,51.3,13.33,7.1
123,1,0,0.0,4,123.2,104,38.0,9.5,12.9
21,1,0,0.0,5,92.6,95,30.0,8.1,11.3
79,1,0,0.31,3,156.9,109,41.1,6.11,11.3
127,1,0,0.0,0,261.7,105,60.0,9.09,3.3
36,1,0,0.0,0,117.1,94,40.0,11.77,9.0
93,0,0,0.32,1,168.4,114,56.2,13.8,11.4
63,1,1,2.21,0,214.9,86,76.1,9.91,8.2
53,1,1,3.54,3,145.7,146,79.4,11.03,13.1
163,1,0,0.0,1,223.0,120,58.0,11.35,8.8
105,1,0,0.3,1,146.4,81,48.0,11.26,8.5
137,1,0,0.27,2,205.9,88,55.7,10.47,14.5
64,0,0,0.0,1,225.3,134,48.0,5.41,17.3
117,0,1,1.0,1,196.0,82,71.0,16.14,3.7
36,1,1,2.32,2,29.9,123,40.2,6.46,8.6
161,1,0,0.0,2,322.3,100,75.0,11.52,7.8
163,1,0,0.0,1,191.3,89,49.0,9.7,12.8
133,0,0,0.0,0,254.7,103,65.0,12.61,8.0
46,1,0,0.0,1,156.4,105,43.0,9.28,11.8
70,1,0,0.31,0,59.5,103,35.1,12.86,11.1
89,1,1,2.03,2,163.5,80,72.3,13.74,7.5
92,1,0,0.25,2,196.5,82,52.5,9.5,10.8
64,1,0,0.26,3,124.1,117,40.6,9.64,6.4
130,0,0,0.0,5,216.2,106,68.0,18.19,16.9
99,1,1,2.51,2,216.0,125,82.1,11.62,9.3
103,1,0,0.0,3,206.5,125,51.0,9.01,12.2
110,1,0,0.0,1,227.7,88,54.0,8.5,11.7
201,1,0,0.0,1,225.9,110,64.0,14.96,11.2
108,1,0,0.0,1,138.6,122,39.0,8.62,9.8
111,1,0,0.25,0,152.2,114,40.5,6.86,9.8
107,1,0,0.0,3,134.0,104,38.0,8.73,7.3
17,1,1,2.19,1,198.5,123,78.9,13.53,8.1
97,1,1,1.81,5,183.4,94,73.1,13.46,6.7
92,1,1,3.19,1,172.3,116,83.9,13.31,11.8
69,1,0,0.0,1,135.4,101,44.0,11.91,10.6
143,1,0,0.42,0,119.1,117,49.2,14.39,12.2
127,1,1,1.97,0,203.8,118,77.7,13.36,7.3
117,1,0,0.0,3,102.3,100,29.0,6.76,15.7
97,1,1,1.73,1,117.6,97,54.3,9.82,6.4
158,1,0,0.0,2,222.8,101,56.0,10.15,6.9
15,1,0,0.0,2,121.1,130,39.0,10.8,16.1
140,1,1,3.0,1,157.1,77,72.0,8.62,11.1
118,1,1,3.16,1,256.3,119,97.6,12.91,11.7
140,1,0,0.38,0,112.8,89,36.8,7.84,16.3
97,1,0,0.0,4,120.8,96,35.0,8.49,11.9
111,1,0,0.0,1,214.3,118,55.0,10.43,12.0
51,1,0,0.0,2,180.5,88,43.0,6.74,10.0
115,1,0,0.0,1,206.2,113,51.0,8.82,11.0
135,0,0,0.0,1,186.0,107,38.0,3.3,12.9
99,1,0,0.0,1,191.2,110,47.0,8.2,14.1
100,1,0,0.0,1,218.8,125,50.0,7.42,9.7
28,1,0,0.0,3,236.8,102,55.0,8.36,9.7
95,0,1,2.78,5,136.8,91,68.8,10.04,10.3
99,1,1,1.97,2,87.7,103,53.7,11.15,7.3
77,1,1,3.11,4,135.9,117,75.1,12.23,11.5
151,1,0,0.0,2,118.9,128,44.0,13.92,13.2
97,1,1,2.97,1,133.2,135,71.7,10.86,11.0
95,1,0,0.0,0,157.9,103,49.0,12.98,14.0
121,1,0,0.32,2,207.9,98,57.2,10.53,7.7
90,1,1,3.4,2,156.7,51,81.0,11.83,12.6
115,1,0,0.0,2,184.1,98,60.0,16.35,7.5
49,1,1,2.16,3,214.4,78,78.6,11.76,8.0
13,1,1,3.27,3,315.6,105,104.7,10.45,12.1
81,1,0,0.0,2,145.6,59,50.0,14.4,9.2
161,1,0,0.0,1,151.6,117,45.0,10.97,4.0
46,1,0,0.26,2,214.1,72,53.6,8.22,8.2
11,1,1,1.62,3,190.6,86,68.2,11.01,6.0
96,1,0,0.0,1,173.9,111,54.0,14.37,9.1
86,1,1,2.27,3,157.2,118,66.7,9.82,8.4
21,1,0,0.0,0,146.0,78,35.0,5.49,6.8
137,1,0,0.0,0,208.8,120,55.0,11.27,11.1
59,1,0,0.0,1,204.3,65,56.0,12.37,12.0
80,1,0,0.0,0,101.1,121,40.0,13.16,7.3
96,1,0,0.0,1,97.6,98,26.0,5.28,11.6
76,1,0,0.0,0,203.6,61,49.0,8.09,8.4
141,1,0,0.0,1,126.9,98,37.0,9.0,8.0
67,0,1,4.56,0,181.1,59,95.6,10.8,16.9
87,1,0,0.0,1,168.2,92,48.0,11.24,12.9
79,1,0,0.0,3,130.2,119,47.0,14.55,14.0
124,1,1,2.03,1,251.4,104,82.3,11.26,7.5
89,1,0,0.15,0,192.1,83,48.5,8.18,6.1
100,1,1,3.51,1,246.6,94,89.1,7.07,13.0
122,0,0,0.0,1,146.3,117,44.0,10.94,11.5
103,1,1,2.94,6,87.2,92,59.4,8.47,10.9
62,1,0,0.0,4,321.1,105,78.0,13.28,11.5
113,1,0,0.0,3,132.1,72,44.0,12.38,6.9
74,1,1,3.56,4,154.1,122,78.6,9.77,13.2
59,1,1,1.84,1,133.1,114,60.4,11.06,6.8
79,1,1,2.46,1,167.9,114,74.6,12.19,9.1
112,1,0,0.0,2,185.4,114,48.0,9.57,10.0
55,1,0,0.0,0,175.6,147,44.0,8.09,9.3
152,1,0,0.23,1,161.4,84,44.3,8.18,11.8
7,1,1,2.92,1,221.4,114,81.2,8.29,10.8
81,1,0,0.0,1,145.4,132,36.0,6.47,5.2
111,1,0,0.0,4,229.4,107,58.0,10.71,10.4
104,1,0,0.3,2,113.6,87,36.0,7.93,10.5
82,1,1,2.38,2,163.8,77,63.8,6.75,8.8
53,1,1,3.46,2,131.2,63,76.6,11.37,12.8
74,1,1,2.67,4,249.4,70,87.7,10.48,9.9
146,0,0,0.0,3,204.4,135,54.0,10.96,10.5
119,1,1,2.16,2,217.1,92,77.6,11.04,8.0
88,1,1,2.94,1,93.4,106,67.4,12.6,10.9
111,1,1,2.78,2,128.8,104,63.8,7.87,10.3
111,1,0,0.0,4,176.9,128,39.0,5.14,10.5
92,1,1,3.27,2,243.1,92,92.7,10.69,12.1
77,1,0,0.0,2,251.8,72,61.0,10.29,9.8
126,0,0,0.0,2,197.6,126,55.0,12.33,12.5
130,1,0,0.0,1,150.4,119,46.0,11.53,12.3
52,1,0,0.0,1,204.4,97,58.0,13.66,11.0
117,1,0,0.0,1,143.3,103,43.0,10.57,11.5
42,0,0,0.0,2,180.7,127,46.0,8.73,12.0
116,1,0,0.0,3,137.4,126,34.0,6.0,12.4
115,1,0,0.0,0,245.2,105,56.0,7.95,7.2
151,1,1,3.62,0,196.5,98,85.2,8.79,13.4
74,1,0,0.34,0,187.7,127,49.4,8.17,9.1
148,1,1,2.67,1,158.7,91,67.7,8.03,9.9
88,1,0,0.0,1,142.2,107,47.0,13.12,10.1
33,1,0,0.0,3,184.4,111,49.0,10.19,9.3
139,1,0,0.0,1,236.6,109,55.0,8.5,11.1
83,0,1,2.86,2,94.7,111,58.6,7.72,10.6
155,1,0,0.0,3,165.4,108,44.0,9.19,8.9
81,1,1,3.16,3,115.9,120,71.6,11.83,11.7
113,1,1,3.13,0,183.8,102,78.3,9.17,11.6
137,1,0,0.21,1,104.7,115,42.1,12.49,8.9
62,1,0,0.0,2,172.8,101,47.0,10.24,9.1
68,1,0,0.0,1,159.5,123,48.0,12.04,11.4
179,1,0,0.0,1,170.7,54,46.0,9.56,13.3
59,1,0,0.0,0,189.7,100,43.0,5.8,7.4
127,0,0,0.32,2,247.5,99,55.2,5.43,10.6
168,1,1,1.97,2,175.9,70,67.7,10.59,7.3
71,1,0,0.0,3,290.4,108,71.0,12.7,10.1
55,0,0,0.0,1,269.6,121,61.0,8.59,8.2
173,1,1,1.35,3,232.4,96,71.5,10.6,5.0
91,0,0,0.0,1,151.8,115,35.0,5.18,12.2
30,1,0,0.0,1,54.0,68,25.0,8.97,10.2
40,0,0,0.23,0,220.8,100,63.3,13.29,6.4
56,1,0,0.0,2,164.3,92,48.0,11.69,11.8
13,1,0,0.0,2,220.4,100,56.0,10.56,13.6
87,1,1,0.0,1,165.8,122,45.0,9.35,0.0
87,1,0,0.0,3,169.1,105,44.0,8.5,9.9
75,1,1,1.43,5,175.8,97,63.3,10.88,5.3
83,1,0,0.0,0,195.0,92,52.0,10.53,11.0
149,1,0,0.0,7,166.6,61,47.0,10.94,8.2
57,1,0,0.31,3,189.3,157,51.1,8.75,11.2
163,1,1,2.81,1,160.0,104,72.1,9.47,10.4
63,1,0,0.0,3,132.9,122,29.0,3.35,9.9
138,1,0,0.28,2,87.6,112,40.8,13.35,9.8
73,1,0,0.0,1,192.2,86,47.0,8.43,9.4
80,0,0,0.0,2,189.1,122,52.0,11.16,13.9
111,1,0,0.33,0,181.8,117,48.3,7.91,9.7
55,1,0,0.0,2,194.1,121,49.0,8.83,7.0
105,0,0,0.31,3,150.0,106,54.1,14.69,10.3
77,1,1,2.73,1,149.4,74,63.3,6.2,10.1
129,1,0,0.0,2,216.0,85,53.0,9.35,4.9
48,1,1,2.16,1,172.0,111,68.6,10.01,8.0
97,1,0,0.0,1,112.7,119,38.0,10.89,6.5
64,1,1,3.59,1,154.6,92,69.9,4.17,13.3
64,1,0,0.4,1,219.2,73,56.0,8.35,10.0
99,1,0,0.0,0,155.3,93,49.0,13.29,12.4
52,1,0,0.0,3,148.3,83,41.0,9.08,8.3
90,1,0,0.0,2,205.7,138,49.0,8.1,12.5
159,1,0,0.0,0,167.4,68,41.0,7.19,10.3
151,1,0,0.0,1,134.5,88,36.0,7.16,15.4
64,1,0,0.0,1,224.8,111,55.0,9.5,9.2
184,1,1,2.75,0,200.3,76,83.5,12.68,10.2
58,1,0,0.0,2,247.2,116,68.0,15.19,9.3
34,1,0,0.0,0,151.0,102,37.0,6.57,9.9
63,1,0,0.0,3,117.1,118,42.0,12.48,11.1
132,1,1,3.7,0,201.9,93,85.0,7.82,13.7
75,1,0,0.0,1,226.1,105,56.0,10.08,10.3
87,1,0,0.0,2,238.0,97,55.0,8.23,10.6
72,1,0,0.0,4,287.4,116,69.0,11.77,5.0
183,1,0,0.28,1,190.0,100,56.8,12.33,9.5
86,1,0,0.0,1,171.8,106,55.0,15.09,9.7
134,1,1,4.48,0,80.3,94,75.8,10.0,16.6
144,1,1,3.29,2,251.6,87,92.9,9.88,12.2
88,1,0,0.0,3,138.3,116,44.0,11.8,9.6
62,1,0,0.29,1,159.9,100,44.9,8.61,5.6
82,1,0,0.0,1,143.7,116,39.0,8.54,7.8
117,1,0,0.0,2,158.7,84,43.0,9.09,7.7
88,0,0,0.0,4,235.1,98,62.0,12.59,7.2
194,1,0,0.0,0,193.3,106,48.0,8.45,11.8
117,1,0,0.0,1,97.1,98,36.0,11.4,10.6
99,0,0,0.0,4,197.2,127,47.0,7.8,9.9
79,1,0,0.0,3,222.3,99,51.0,7.31,8.9
81,1,0,0.0,0,129.9,121,42.0,11.51,13.3
90,1,0,0.0,3,113.2,108,36.0,9.47,14.1
169,1,0,0.0,1,235.7,79,52.0,6.85,13.3
142,1,1,2.92,1,154.0,75,70.2,8.29,10.8
67,1,0,0.0,2,171.7,80,39.0,5.52,11.9
17,1,1,2.7,6,153.1,115,69.0,9.3,10.0
109,1,0,0.0,3,154.8,82,51.0,14.39,5.9
141,0,1,3.02,0,258.6,84,93.2,11.1,11.2
